case_id,number_of_vehicles,striker_damage_area,victim_damage_area,striker_rotation,victim_rotation,striker_degrees,vicitm_degrees,striker_facing,victim_facing,striker_destination_lane,victim_destination_lane
2005041508541,2,Front,Back,default,default,default,default,initialdirection,initialdirection,innerzone,innerzone
2005041508581,2,Back,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005041508601,2,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005041508641,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005041508642,3,Right Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005041508661,2,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005041508741,1,Back,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005041508761,2,Left Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005041508782,3,Right Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005041508821,2,Front,Right Side,default,default,default,default,initialdirection,initialdirection,default,default
2005041508841,2,Front,Right Side,default,default,default,default,initialdirection,initialdirection,default,default
2005041508981,2,Front,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005041509001,2,Left Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005041509041,2,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005041509121,2,Left Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005041509122,2,Front,Right Side,default,default,default,default,initialdirection,initialdirection,default,default
2005041509161,3,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005041509242,2,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005041509281,2,Right Side,Left Side,default,default,default,default,initialdirection,initialdirection,default,default
2005041509321,3,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005041509342,2,Front,Right Side,default,default,default,default,initialdirection,initialdirection,default,default
2005041509344,2,Front,Left Side,default,default,default,180,initialdirection,initialdirection,default,default
2005041509361,3,Right Side,Front,default,default,default,default,initialdirection,initialdirection,innerzone,innerzone
2005041509401,2,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005041512921,2,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005041513021,4,Back,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005041600001,2,Front,Left Side,default,default,default,default,initialdirection,initialdirection,default,default
2005041600041,3,Back,Front,clockwise,default,default,default,initialdirection,initialdirection,default,default
2005041600061,2,Back,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005041600081,2,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005041600101,2,Front,Left Side,default,default,default,default,initialdirection,initialdirection,default,default
2005041600141,3,Front,Back,default,default,default,default,initialdirection,initialdirection,innerzone,innerzone
2005041600201,3,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005041600221,2,Front,Right Side,default,default,default,default,initialdirection,initialdirection,default,default
2005041600282,2,Front,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005041600322,1,Left Side,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005041600341,2,Right Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005041600361,3,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005041600383,2,Right Side,Noncollision,default,default,default,default,southbound,initialdirection,default,default
2005041600401,2,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005041600422,3,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005041600501,1,Right Side,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005041600522,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005041600561,2,Right Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005041600621,2,Front,Right Side,default,default,default,default,initialdirection,initialdirection,default,default
2005041600681,2,Right Side,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005041600701,2,Left Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005041600721,2,Back,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005041600781,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005041600801,2,Front,Left Side,default,default,default,default,initialdirection,initialdirection,default,default
2005041600861,2,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005041600881,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005041600901,2,Front,Back,default,default,default,default,initialdirection,initialdirection,innerzone,innerzone
2005041600941,4,Front,Left Side,default,default,default,default,initialdirection,initialdirection,default,default
2005041600961,2,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005041601002,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005041601061,2,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005041601081,2,Front,Right Side,default,default,default,default,initialdirection,initialdirection,default,default
2005041601101,1,Left Side,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005041601141,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005041601181,2,Front,Back (rear of tractor),default,default,default,default,initialdirection,initialdirection,default,default
2005041601201,1,Noncollision,Noncollision,default,default,default,default,initialdirection,initialdirection,default,default
2005041601221,2,Left Side,Unknown,default,default,default,default,initialdirection,initialdirection,default,default
2005041601241,2,Front,Right Side,default,default,default,default,initialdirection,initialdirection,default,default
2005041601261,3,Front,Back,default,clockwise,default,default,initialdirection,north,default,default
2005041601301,3,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005041601302,2,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005041601303,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005041601341,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,innerzone,innerzone
2005041601381,2,Left Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005041601421,1,Right Side,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005043178621,1,Right Side,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005043178622,3,Right Side,Left Side,default,default,default,default,initialdirection,initialdirection,innerzone,innerzone
2005043178641,2,Left Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005043178661,2,Front,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005043601021,2,Front,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005043601201,2,Front,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005043601242,2,Bk of unit with cargo area-rear of trailer or straight truck,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005043601243,2,Left Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005043601261,2,Front,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005043601281,2,Front,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005043601361,2,Right Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005043601406,1,Noncollision,Noncollision,default,default,default,default,initialdirection,initialdirection,default,default
2005043601407,2,Front,Right Side,default,default,default,default,initialdirection,initialdirection,default,default
2005043601421,2,Right Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005043601441,2,Back,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005043601461,2,Right Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005043601482,2,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005043601521,2,Front,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005043601601,2,Right Side,Front,clockwise,default,default,default,initialdirection,initialdirection,default,default
2005043601662,2,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005043601701,1,Front,Not a motor vehicle,default,default,default,default,northeast,initialdirection,default,default
2005043601722,2,Left Side,Front,clockwise,default,90,default,east,northeast,default,default
2005043601741,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005043601782,2,Front,Left Side,default,default,default,default,initialdirection,initialdirection,default,default
2005043601821,2,Front,Bk of unit with cargo area-rear of trailer or straight truck,default,default,default,default,initialdirection,initialdirection,innerzone,innerzone
2005043601822,1,Right Side,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005043601861,2,Right Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005043601922,2,Right Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005043601941,2,Right Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005043601961,4,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005043602002,2,Front,Right Side,default,default,default,default,initialdirection,initialdirection,default,default
2005043602021,2,Back,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005043602041,2,Right Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005043602062,2,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005043602101,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005043602161,2,Right Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005043602181,2,Right Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005043602201,1,Noncollision,Noncollision,default,default,default,default,initialdirection,initialdirection,default,default
2005043602221,2,Back,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005043602261,5,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005043602262,1,Front,Not a motor vehicle,default,default,default,default,south,initialdirection,default,default
2005043602281,2,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005043602322,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005043602342,2,Left Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005043602361,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005043602381,1,Left Side,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005043602421,2,Right Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005043602461,1,Front,Not a motor vehicle,default,default,default,default,west,initialdirection,default,default
2005043602481,1,Front,Not a motor vehicle,default,default,default,default,north,initialdirection,default,default
2005043602542,2,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005043602561,2,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005043602621,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005043602622,1,Noncollision,Noncollision,default,default,default,default,initialdirection,initialdirection,default,default
2005043602624,2,Front,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005043602641,2,Left Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005043602661,2,Right Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005043602701,2,Right Side,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005043602761,2,Front,Left Side,default,default,default,default,initialdirection,initialdirection,default,default
2005043602781,2,Front,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005043602801,2,Left Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005043602821,2,Right Side,Front,clockwise,default,default,default,initialdirection,initialdirection,default,default
2005043699001,1,Noncollision,Noncollision,default,default,default,default,initialdirection,initialdirection,default,default
2005043699022,3,Front,Right Side,default,default,default,default,northwest,southwest,default,default
2005043699041,2,Left Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005043699061,2,Front,Right Side,clockwise,default,90,default,initialdirection,initialdirection,default,default
2005043699081,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,innerzone,innerzone
2005043699082,2,Right Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005043699101,2,Left Side,Left Side,default,default,default,default,initialdirection,initialdirection,default,default
2005043699121,1,Left Side,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005043699141,2,Front,Right Side,default,default,default,default,initialdirection,initialdirection,default,default
2005043699142,3,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005043699161,2,Right Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005043699181,4,Front,Back,default,default,default,default,initialdirection,initialdirection,innerzone,innerzone
2005043699221,2,Front,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005043699241,2,Noncollision,Noncollision,default,default,default,default,initialdirection,initialdirection,default,default
2005043699301,2,Right Side,Not a motor vehicle,default,default,default,default,west,initialdirection,default,default
2005043699321,2,Front,Right Side,default,default,default,default,initialdirection,initialdirection,default,default
2005043699341,2,Front,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005043699381,2,Front,Left Side,default,default,default,default,initialdirection,initialdirection,default,default
2005043699408,2,Right Side,Front,clockwise,default,90,default,initialdirection,initialdirection,default,default
2005043699422,2,Front,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005043699423,2,Right Side,Front,default,default,default,default,initialdirection,initialdirection,innerzone,innerzone
2005043699481,2,Front,Bk of unit with cargo area-rear of trailer or straight truck,default,default,default,default,initialdirection,initialdirection,default,default
2005043699501,2,Right Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005043699541,2,Left Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005043699561,4,Right Side,Left Side,default,default,default,default,initialdirection,initialdirection,default,default
2005043699581,1,Left Side,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005043699721,2,Front,Left Side,default,clockwise,default,360,initialdirection,initialdirection,default,default
2005043699761,2,Front,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005043699781,2,Noncollision,Noncollision,default,default,default,default,initialdirection,initialdirection,default,default
2005043699801,2,Back,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005043699841,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,innerzone,innerzone
2005043699881,3,Left Side,Front,default,default,default,default,initialdirection,initialdirection,innerzone,innerzone
2005043699901,2,Front,Left Side,default,clockwise,default,70,initialdirection,initialdirection,default,default
2005043699921,1,Left Side,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005043699942,2,Front,Right Side,default,default,default,default,initialdirection,initialdirection,default,default
2005043699943,1,Right Side,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005043699981,3,Left Side,Left Side,default,default,default,default,initialdirection,initialdirection,default,default
2005043700001,3,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005043700003,2,Right Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005043700061,2,Front,Back,default,default,default,default,initialdirection,initialdirection,innerzone,innerzone
2005043700081,3,Front,Right Side,default,default,default,default,initialdirection,initialdirection,default,default
2005043700121,2,Left Side,Left Side,default,clockwise,default,180,initialdirection,initialdirection,default,default
2005043700141,2,Front,Left Side,default,default,default,default,initialdirection,initialdirection,default,default
2005043700202,2,Right Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005043700241,4,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005043700263,2,Front,Right Side,default,default,default,default,initialdirection,initialdirection,default,default
2005043700301,2,Front,Left Side,default,default,default,default,initialdirection,initialdirection,default,default
2005043700321,2,Front,Left Side,default,default,default,default,initialdirection,initialdirection,default,default
2005043700341,2,Left Side,Right Side,default,default,default,default,initialdirection,initialdirection,default,default
2005043700362,2,Front,Right Side,default,default,default,default,initialdirection,initialdirection,default,default
2005043700401,2,Right Side,Front,default,default,default,default,initialdirection,initialdirection,innerzone,innerzone
2005043700441,2,Front,Left Side,default,default,default,default,initialdirection,initialdirection,default,default
2005043700442,2,Front,Front,default,default,default,default,initialdirection,initialdirection,innerzone,innerzone
2005043700501,1,Left Side,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005043700521,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005043700541,1,Right Side,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005043700581,2,Front,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005043700601,2,Back (rear of tractor),Front,default,default,default,default,initialdirection,initialdirection,default,default
2005043700623,1,Right Side,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005043700681,2,Front,Right Side,default,default,default,default,initialdirection,initialdirection,default,default
2005043700702,2,Right Side,Front,clockwise,default,90,default,south,initialdirection,default,default
2005043700721,2,Front,Left Side,default,default,default,default,initialdirection,initialdirection,default,default
2005043700741,1,Left Side,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005043700822,1,Noncollision,Noncollision,default,default,default,default,initialdirection,initialdirection,default,default
2005043700823,1,Top,Noncollision,default,default,default,default,initialdirection,initialdirection,default,default
2005043700841,2,Right Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005045587001,3,Back,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005045587021,2,Right Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005045587041,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005045587061,2,Front,Front,default,default,default,default,northwest,east,default,default
2005045587062,2,Left Side,Front,default,default,default,default,west,west,default,default
2005045587081,1,Front,Not a motor vehicle,clockwise,default,default,default,initialdirection,initialdirection,default,default
2005045587101,2,Front,Back,default,default,default,default,initialdirection,initialdirection,innerzone,innerzone
2005045587121,1,Left Side,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005045587141,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005045587162,2,Front,Right Side,default,default,default,default,southeast,south,default,default
2005045587201,2,Right Side,Front,default,default,default,default,initialdirection,east,default,default
2005045587241,2,Left Side,Front,default,default,default,default,southeast,initialdirection,default,default
2005045587242,2,Front,Left Side,default,default,default,default,east,initialdirection,default,default
2005045587321,2,Front,Front,default,clockwise,default,default,initialdirection,east,default,default
2005045587323,3,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005045587324,1,Top,Noncollision,default,default,default,default,initialdirection,initialdirection,default,default
2005045587341,2,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005045587361,2,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005045587381,2,Left Side,Front,clockwise,default,default,default,north,west,default,default
2005045587441,2,Front,Not a motor vehicle,default,clockwise,default,default,southwest,northeast,default,default
2005045587481,2,Front,Back,default,default,default,default,east,east,default,default
2005045587501,1,Top,Noncollision,default,default,default,default,initialdirection,initialdirection,innerzone,innerzone
2005045587541,2,Right Side,Front,default,default,default,default,east,northwest,default,default
2005045587562,2,Front,Left Side,default,default,default,default,southeast,initialdirection,default,default
2005045587581,2,Right Side,Front,clockwise,default,90,default,northeast,north,default,default
2005045587602,2,Front,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005045587621,1,Left Side,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005045587661,2,Front,Front,default,clockwise,default,default,south,north,default,default
2005045587682,2,Left Side,Front,default,default,default,default,east,southeast,default,default
2005045587702,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005045587721,3,Right Side,Front,default,default,default,default,west,north,default,default
2005045587742,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005045587781,2,Front,Right Side,default,default,default,default,initialdirection,initialdirection,default,default
2005045587782,2,Front,Left Side,default,default,default,default,northeast,north,default,default
2005045587801,2,Front,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005045587822,1,Front,Not a motor vehicle,default,default,default,default,southwest,initialdirection,default,default
2005045587841,2,Left Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005045587921,2,Front,Left Side,clockwise,clockwise,default,default,southeast,southwest,default,default
2005045587941,2,Left Side,Right Side,clockwise,default,default,default,west,initialdirection,default,default
2005045587981,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005045588021,2,Front,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005045588042,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005045588061,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005045588081,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005045588102,1,Front,Not a motor vehicle,clockwise,default,default,default,west,initialdirection,default,default
2005045588122,1,Left Side,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005045588161,1,Left Side,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005045588163,1,Left Side,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005045588201,3,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005045588241,2,Front,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005045588262,2,Front,Front,default,default,default,default,eastbound,eastbound,default,default
2005045588321,2,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005045588341,2,Front,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005045588381,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005045588383,1,Front,Not a motor vehicle,default,default,default,default,east,initialdirection,default,default
2005045588421,2,Left Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005045588442,2,Left Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005045588481,2,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005045588502,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005045588521,3,Front,Right Side,default,default,default,default,southwest,southwest,default,default
2005045588542,1,Top,Noncollision,default,default,default,default,initialdirection,initialdirection,default,default
2005045588561,3,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005045588601,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005045588603,2,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005045588642,2,Front,Right Side,default,default,default,default,initialdirection,initialdirection,default,default
2005045588662,2,Right Side,Front,clockwise,default,default,default,southeast,northwest,default,default
2005045588721,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005045588741,2,Right Side,Front,clockwise,default,default,default,southeast,northwest,default,default
2005045588781,2,Front,Right Side,clockwise,clockwise,default,default,northeast,south,default,default
2005045588802,2,Left Side,Front,default,default,default,default,north,northeast,default,default
2005045588821,2,Right Side,Front,clockwise,default,default,default,northeast,south,default,default
2005045588842,2,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005045588901,2,Right Side,Front,clockwise,default,default,default,south,west,default,default
2005045588902,1,Right Side,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005045588922,3,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005045588941,1,Front,Not a motor vehicle,default,default,default,default,west,initialdirection,default,default
2005045588961,4,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005045589001,2,Right Side,Front,clockwise,default,default,default,east,south,default,default
2005045589021,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005045589041,2,Front,Back,default,clockwise,default,default,initialdirection,west,default,default
2005045589042,3,Front,Back,clockwise,clockwise,default,default,east,west,default,default
2005045589081,3,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005045589102,2,Front,Left Side,clockwise,clockwise,default,default,west,north,default,default
2005045589141,2,Front,Front,default,default,default,default,south,south,default,default
2005045589143,2,Front,Front,default,default,default,default,south,east,default,default
2005045589162,2,Front,Left Side,default,clockwise,default,default,south,north,default,default
2005045589182,2,Front,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005045589201,1,Left Side,Not a motor vehicle,default,default,default,default,north,initialdirection,default,default
2005045705122,2,Front,Bk of unit with cargo area-rear of trailer or straight truck,default,default,default,default,initialdirection,initialdirection,default,default
2005045705161,2,Left Side,Right Side,default,default,default,default,east,east,default,default
2005045705181,2,Front,Right Side,default,clockwise,default,210,initialdirection,northeast,default,default
2005045705221,2,Right Side,Front,default,default,default,default,south,initialdirection,default,default
2005045705261,2,Front,Back,default,default,default,default,south,south,default,default
2005045705281,1,Front,Not a motor vehicle,default,default,default,default,west,initialdirection,default,default
2005045705282,2,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005045705301,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005045705302,2,Front,Left Side,default,clockwise,default,default,initialdirection,northeast,default,default
2005045705322,2,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005045705342,2,Front,Back,default,default,default,default,initialdirection,west,default,default
2005045705362,2,Front,Left Side,clockwise,default,default,default,west,initialdirection,default,default
2005045705401,2,Front,Front,default,default,default,default,southeast,southwest,innerzone,innerzone
2005045705461,2,Front,Back,default,default,default,default,east,east,default,default
2005045705521,2,Front,Back,default,clockwise,default,default,initialdirection,southwest,default,default
2005045705561,2,Front,Back,default,default,default,default,north,north,default,default
2005045705582,1,Right Side,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005045705601,4,Front,Back,default,default,default,default,northbound,northbound,default,default
2005045705603,2,Front,Front,clockwise,clockwise,default,default,north,south,default,default
2005045705641,2,Front,Right Side,clockwise,default,default,default,northeast,east,default,default
2005045705681,2,Front,Left Side,default,default,default,default,southeast,southeast,default,default
2005045705701,1,Right Side,Not a motor vehicle,default,default,default,default,south,initialdirection,default,default
2005045705703,2,Front,Back,default,default,default,default,eastbound,eastbound,default,default
2005045705741,2,Left Side,Front,clockwise,default,60,default,east,northwest,default,default
2005045705783,3,Right Side,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005045705821,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005045705823,2,Front,Right Side,clockwise,clockwise,30,160,initialdirection,southwest,default,default
2005045705861,2,Right Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005045705881,2,Front,Left Side,default,default,default,default,north,northwest,default,default
2005045705901,1,Right Side,Not a motor vehicle,default,default,default,default,northeast,initialdirection,default,default
2005045705961,2,Front,Front,default,default,default,default,initialdirection,west,default,default
2005045706041,1,Left Side,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005045706101,2,Back,Not a motor vehicle,default,default,default,default,west,initialdirection,default,default
2005045706121,2,Front,Right Side,clockwise,default,100,default,southwest,west,default,default
2005045706141,3,Right Side,Front,clockwise,default,45,default,west,east,default,default
2005045706162,2,Front,Front,clockwise,clockwise,180,90,south,west,default,default
2005045706181,2,Right Side,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005045706221,2,Front,Left Side,clockwise,clockwise,20,70,initialdirection,initialdirection,default,default
2005045706261,2,Front,Right Side,default,default,default,default,initialdirection,initialdirection,default,default
2005045706281,2,Back,Not a motor vehicle,default,clockwise,default,default,initialdirection,southwest,default,default
2005045706301,2,Left Side,Not a motor vehicle,clockwise,default,default,default,initialdirection,initialdirection,default,default
2005045706322,2,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005045706361,2,Front,Left Side,default,default,default,default,initialdirection,initialdirection,default,default
2005045706382,2,Front,Back,default,default,default,default,east,east,default,default
2005045706401,2,Front,Back,default,default,default,default,initialdirection,initialdirection,default,default
2005045706441,1,Front,Not a motor vehicle,clockwise,default,default,default,north,initialdirection,default,default
2005045706461,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005045706501,1,Front,Not a motor vehicle,default,default,default,default,initialdirection,initialdirection,default,default
2005045706541,2,Front,Right Side,default,default,default,default,initialdirection,initialdirection,default,default
2005045706543,2,Front,Front,default,default,default,default,initialdirection,initialdirection,default,default
2005045706581,1,Top,Noncollision,default,default,default,default,initialdirection,initialdirection,default,default
2005045706602,1,Right Side,Noncollision,default,default,default,default,initialdirection,initialdirection,default,default
2005045706621,2,Front,Back,default,default,default,default,west,west,default,default
2005045706641,2,Front,Back,clockwise,default,90,default,south,west,default,default
2005045706661,2,Right Side,Front,clockwise,default,default,default,east,east,default,default
